country,year,accessibility_percentage
GEO,2008,95.18443
GEO,2009,95.46198
GEO,2010,95.73682
GEO,2011,96.00888
GEO,2012,96.27824
GEO,2013,96.54476
GEO,2014,97.64145
GEO,2015,97.91409
GEO,2016,98.17055
GEO,2017,98.39444
DEU,2000,100.0
DEU,2001,100.0
DEU,2002,100.0
DEU,2003,100.0
DEU,2004,100.0
DEU,2005,100.0
DEU,2006,100.0
DEU,2007,100.0
DEU,2008,100.0
DEU,2009,100.0
DEU,2010,100.0
DEU,2011,100.0
DEU,2012,100.0
DEU,2013,100.0
DEU,2014,100.0
DEU,2015,100.0
DEU,2016,100.0
DEU,2017,100.0
GHA,2000,64.46381
GHA,2001,65.3511
GHA,2002,66.34829
GHA,2003,67.34624
GHA,2004,68.34537
GHA,2005,69.34496
GHA,2006,70.34588
GHA,2007,71.34811
GHA,2008,72.35184
GHA,2009,73.35655
GHA,2010,74.36338
GHA,2011,75.37181
GHA,2012,76.38178
GHA,2013,77.393
GHA,2014,78.40562
GHA,2015,79.41982
GHA,2016,80.43578
GHA,2017,81.45339
GRC,2000,99.58681
GRC,2001,99.62233
GRC,2002,99.65945
GRC,2003,99.69575
GRC,2004,99.73127
GRC,2005,99.76599
GRC,2006,99.79994
GRC,2007,99.83311
GRC,2008,99.86555
GRC,2009,99.89722
GRC,2010,99.92817
GRC,2011,99.9584
GRC,2012,99.98792
GRC,2013,100.0
GRC,2014,99.99999
GRC,2015,100.0
GRC,2016,100.0
GRC,2017,100.0
GRD,2000,93.30764
GRD,2001,93.53996
GRD,2002,93.77227
GRD,2003,94.00459
GRD,2004,94.2369
GRD,2005,94.46922
GRD,2006,94.70153
GRD,2007,94.93385
GRD,2008,95.16616
GRD,2009,95.39848
GRD,2010,95.63079
GRD,2011,95.86311
GRD,2012,95.97139
GRD,2013,95.62865
GRD,2014,95.62865
GRD,2015,95.62865
GRD,2016,95.62865
GRD,2017,95.62865
GTM,2000,85.75377
GTM,2001,86.28421
GTM,2002,86.81068
GTM,2003,87.32949
GTM,2004,87.84232
GTM,2005,88.35131
GTM,2006,88.85661
GTM,2007,89.35838
GTM,2008,89.8566
GTM,2009,90.35091
GTM,2010,90.84182
GTM,2011,91.32897
GTM,2012,91.8126
GTM,2013,92.29375
GTM,2014,92.77225
GTM,2015,93.24812
GTM,2016,93.72089
GTM,2017,94.19058
GIN,2000,62.73274
GIN,2001,62.86386
GIN,2002,62.97107
GIN,2003,63.0549
GIN,2004,63.11525
GIN,2005,63.15234
GIN,2006,63.16671
GIN,2007,63.15825
GIN,2008,63.12718
GIN,2009,63.07372
GIN,2010,62.99843
GIN,2011,62.90121
GIN,2012,62.78228
GIN,2013,62.64186
GIN,2014,62.4802
GIN,2015,62.30217
GIN,2016,62.10819
GIN,2017,61.89872
GNB,2000,53.37679
GNB,2001,54.22892
GNB,2002,55.07722
GNB,2003,55.92104
GNB,2004,56.7607
GNB,2005,57.59557
GNB,2006,58.4266
GNB,2007,59.25316
GNB,2008,60.07558
GNB,2009,60.89322
GNB,2010,61.70735
GNB,2011,62.51734
GNB,2012,63.3235
GNB,2013,64.12551
GNB,2014,64.92369
GNB,2015,65.71803
GNB,2016,66.50823
GNB,2017,66.63441
GUY,2000,87.90513
GUY,2001,88.38362
GUY,2002,88.86269
GUY,2003,89.33388
GUY,2004,89.80358
GUY,2005,90.27409
GUY,2006,90.74548
GUY,2007,91.21767
GUY,2008,91.69066
GUY,2009,92.1645
GUY,2010,92.63911
GUY,2011,93.11452
GUY,2012,93.6057
GUY,2013,94.09735
GUY,2014,94.73885
GUY,2015,95.16186
GUY,2016,95.53635
GUY,2017,95.53975
HTI,2000,56.23929
HTI,2001,57.06076
HTI,2002,57.89031
HTI,2003,58.72479
HTI,2004,59.25749
HTI,2005,59.75303
HTI,2006,60.24738
HTI,2007,60.73926
HTI,2008,61.22998
HTI,2009,61.71658
HTI,2010,62.20079
HTI,2011,62.6818
HTI,2012,63.15966
HTI,2013,63.63269
HTI,2014,64.10223
HTI,2015,64.56748
HTI,2016,65.02302
HTI,2017,65.46683
HND,2000,84.80421
HND,2001,85.43278
HND,2002,86.0812
HND,2003,86.71111
HND,2004,87.3345
HND,2005,87.95048
HND,2006,88.55975
HND,2007,89.162
HND,2008,89.75739
HND,2009,90.34547
HND,2010,90.92673
HND,2011,91.50076
HND,2012,92.06799
HND,2013,92.62791
HND,2014,93.18098
HND,2015,93.7373
HND,2016,94.28603
HND,2017,94.82711
HUN,2000,99.96383
HUN,2001,99.96393
HUN,2002,99.96508
HUN,2003,99.96549
HUN,2004,99.9659
HUN,2005,99.96638
HUN,2006,99.9669
HUN,2007,99.96744
HUN,2008,99.96796
HUN,2009,99.96848
HUN,2010,99.96893
HUN,2011,99.96938
HUN,2012,99.9697
HUN,2013,99.96998
HUN,2014,99.97025
HUN,2015,99.97053
HUN,2016,99.97081
HUN,2017,100.0
ISL,2000,100.00001
ISL,2001,100.0
ISL,2002,100.0
ISL,2003,100.0
ISL,2004,100.0
ISL,2005,100.00001
ISL,2006,100.0
ISL,2007,100.0
ISL,2008,100.0
ISL,2009,100.0
ISL,2010,100.0
ISL,2011,100.0
ISL,2012,100.0
ISL,2013,100.0
ISL,2014,100.0
ISL,2015,100.0
ISL,2016,100.0
ISL,2017,100.0
IND,2000,79.0238
IND,2001,79.53629
IND,2002,80.36022
IND,2003,81.18413
IND,2004,82.00808
IND,2005,82.83167
IND,2006,83.65495
IND,2007,84.47796
IND,2008,85.30058
IND,2009,86.12248
IND,2010,86.94367
IND,2011,87.76416
IND,2012,88.58461
IND,2013,89.40462
IND,2014,90.22395
IND,2015,91.04228
IND,2016,91.85928
IND,2017,92.67464
IDN,2000,75.653
IDN,2001,76.60564
IDN,2002,77.54884
IDN,2003,78.4823
IDN,2004,79.40639
IDN,2005,80.31999
IDN,2006,81.14355
IDN,2007,81.95579
IDN,2008,82.75713
IDN,2009,83.54684
IDN,2010,84.32185
IDN,2011,85.06897
IDN,2012,85.80625
IDN,2013,86.53343
IDN,2014,87.25106
IDN,2015,87.95873
IDN,2016,88.65653
IDN,2017,89.34401
IRN,2000,94.94387
IRN,2001,95.00295
IRN,2002,95.06155
IRN,2003,95.11966
IRN,2004,95.17718
IRN,2005,95.17159
IRN,2006,95.16553
IRN,2007,95.15501
IRN,2008,95.14209
IRN,2009,95.12875
IRN,2010,95.11506
IRN,2011,95.10094
IRN,2012,95.0854
IRN,2013,95.06876
IRN,2014,95.11356
IRN,2015,95.15778
IRN,2016,95.20149
IRN,2017,95.24454
IRQ,2000,80.90583
IRQ,2001,81.47542
IRQ,2002,82.4247
IRQ,2003,83.37234
IRQ,2004,84.31834
IRQ,2005,85.2627
IRQ,2006,86.20512
IRQ,2007,87.1462
IRQ,2008,88.08564
IRQ,2009,89.0232
IRQ,2010,89.97401
IRQ,2011,90.92862
IRQ,2012,91.87715
IRQ,2013,92.81965
IRQ,2014,93.75629
IRQ,2015,94.68708
IRQ,2016,95.61298
IRQ,2017,96.53348
IRL,2000,97.18372
IRL,2001,97.1975
IRL,2002,97.21105
IRL,2003,97.22426
IRL,2004,97.23723
IRL,2005,97.24998
IRL,2006,97.26261
IRL,2007,97.27542
IRL,2008,97.28808
IRL,2009,97.30058
IRL,2010,97.3129
IRL,2011,97.32507
IRL,2012,97.33707
IRL,2013,97.34892
IRL,2014,97.3606
IRL,2015,97.37213
IRL,2016,97.38348
IRL,2017,97.39455
ISR,2000,100.0
ISR,2001,100.0
ISR,2002,100.0
ISR,2003,100.0
ISR,2004,100.0
ISR,2005,100.0
ISR,2006,100.0
ISR,2007,100.0
ISR,2008,100.0
ISR,2009,100.0
ISR,2010,100.0
ISR,2011,100.0
ISR,2012,100.0
ISR,2013,100.0
ISR,2014,100.0
ISR,2015,100.0
ISR,2016,100.0
ISR,2017,100.0
ITA,2000,100.0
ITA,2001,100.0
ITA,2002,99.99233
ITA,2003,99.94635
ITA,2004,99.90039
ITA,2005,99.85444
ITA,2006,99.80851
ITA,2007,99.76259
ITA,2008,99.71669
ITA,2009,99.6708
ITA,2010,99.62494
ITA,2011,99.57908
ITA,2012,99.53333
ITA,2013,99.48765
ITA,2014,99.44202
ITA,2015,99.44225
ITA,2016,99.4425
ITA,2017,99.44273
JAM,2000,93.12331
JAM,2001,93.28157
JAM,2002,93.43519
JAM,2003,93.587
JAM,2004,93.40358
JAM,2005,93.07216
JAM,2006,92.7127
JAM,2007,92.35199
JAM,2008,91.99024
JAM,2009,91.62727
JAM,2010,91.26319
JAM,2011,90.89815
JAM,2012,90.53372
JAM,2013,90.17014
JAM,2014,90.31852
JAM,2015,90.46777
JAM,2016,90.61792
JAM,2017,90.64844
JPN,2000,98.4875
JPN,2001,98.4875
JPN,2002,98.4875
JPN,2003,98.4875
JPN,2004,98.4875
JPN,2005,98.52771
JPN,2006,98.56792
JPN,2007,98.60812
JPN,2008,98.64833
JPN,2009,98.68855
JPN,2010,98.72875
JPN,2011,98.76896
JPN,2012,98.80917
JPN,2013,98.84937
JPN,2014,98.88958
JPN,2015,98.92979
JPN,2016,98.97
JPN,2017,99.01021
JOR,2000,99.40183
JOR,2001,99.36469
JOR,2002,99.32752
JOR,2003,99.29035
JOR,2004,99.25321
JOR,2005,99.23149
JOR,2006,99.21413
JOR,2007,99.19569
JOR,2008,99.17622
JOR,2009,99.15565
JOR,2010,99.1341
JOR,2011,99.11156
JOR,2012,99.0881
JOR,2013,99.06368
JOR,2014,99.03842
JOR,2015,99.00478
JOR,2016,98.97105
JOR,2017,98.93723
KAZ,2000,84.56442
KAZ,2001,84.94212
KAZ,2002,85.62772
KAZ,2003,86.31612
KAZ,2004,87.0073
KAZ,2005,87.70124
KAZ,2006,88.39791
KAZ,2007,89.09731
KAZ,2008,89.7994
KAZ,2009,90.50419
KAZ,2010,91.21149
KAZ,2011,91.92159
KAZ,2012,92.63432
KAZ,2013,93.30481
KAZ,2014,93.88235
KAZ,2015,94.46207
KAZ,2016,95.04381
KAZ,2017,95.62751
KEN,2000,47.3154
KEN,2001,48.04586
KEN,2002,48.77066
KEN,2003,49.48969
KEN,2004,50.20282
KEN,2005,50.90902
KEN,2006,51.60912
KEN,2007,52.30302
KEN,2008,52.99059
KEN,2009,53.67088
KEN,2010,54.34464
KEN,2011,55.01381
KEN,2012,55.67772
KEN,2013,56.33693
KEN,2014,56.9904
KEN,2015,57.6383
KEN,2016,58.28035
KEN,2017,58.91633
KIR,2000,50.02758
KIR,2001,51.29749
KIR,2002,52.56739
KIR,2003,53.8373
KIR,2004,55.1072
KIR,2005,56.37711
KIR,2006,57.64701
KIR,2007,58.91692
KIR,2008,60.18682
KIR,2009,61.45673
KIR,2010,62.72663
KIR,2011,63.99654
KIR,2012,65.26645
KIR,2013,66.53635
KIR,2014,67.80626
KIR,2015,69.07616
KIR,2016,70.34607
KIR,2017,71.61597
KWT,2000,100.0
KWT,2001,100.0
KWT,2002,100.0
KWT,2003,100.0
KWT,2004,100.0
KWT,2005,100.0
KWT,2006,100.0
KWT,2007,100.0
KWT,2008,100.0
KWT,2009,100.0
KWT,2010,100.0
KWT,2011,100.0
KWT,2012,100.0
KWT,2013,100.0
KWT,2014,100.0
KWT,2015,100.0
KWT,2016,100.0
KWT,2017,100.0
KGZ,2000,80.60384
KGZ,2001,80.60341
KGZ,2002,81.10655
KGZ,2003,81.6095
KGZ,2004,82.11266
KGZ,2005,82.57237
KGZ,2006,83.03161
KGZ,2007,83.48999
KGZ,2008,83.94771
KGZ,2009,84.40495
KGZ,2010,84.8657
KGZ,2011,85.32988
KGZ,2012,85.79738
KGZ,2013,86.26759
KGZ,2014,86.73149
KGZ,2015,87.07851
KGZ,2016,87.42696
KGZ,2017,87.4559
LAO,2000,46.51606
LAO,2001,48.82481
LAO,2002,51.12482
LAO,2003,53.41333
LAO,2004,55.69015
LAO,2005,57.88626
LAO,2006,59.94119
LAO,2007,61.98684
LAO,2008,64.0238
LAO,2009,66.05057
LAO,2010,68.06745
LAO,2011,70.07413
LAO,2012,72.07056
LAO,2013,74.05544
LAO,2014,76.02924
LAO,2015,77.99142
LAO,2016,79.9419
LAO,2017,82.0619
LVA,2000,97.81055
LVA,2001,97.80708
LVA,2002,97.85539
LVA,2003,97.90534
LVA,2004,97.95924
LVA,2005,98.01284
LVA,2006,98.06318
LVA,2007,98.11288
LVA,2008,98.1628
LVA,2009,98.21375
LVA,2010,98.26554
LVA,2011,98.31727
LVA,2012,98.36892
LVA,2013,98.42049
LVA,2014,98.47196
LVA,2015,98.52336
LVA,2016,98.57478
LVA,2017,98.62618
LBN,2000,85.3944
LBN,2001,85.85199
LBN,2002,86.30957
LBN,2003,86.76716
LBN,2004,87.22475
LBN,2005,87.68233
LBN,2006,88.13992
LBN,2007,88.5975
LBN,2008,89.05509
LBN,2009,89.51267
LBN,2010,89.97026
LBN,2011,90.42785
LBN,2012,90.88544
LBN,2013,91.34302
LBN,2014,91.80061
LBN,2015,92.25819
LBN,2016,92.6
LBN,2017,92.6
LSO,2000,67.46613
LSO,2001,67.45876
LSO,2002,67.46555
LSO,2003,67.48666
LSO,2004,67.52285
LSO,2005,67.57364
LSO,2006,67.63997
LSO,2007,67.69918
LSO,2008,67.77174
LSO,2009,67.85714
LSO,2010,67.95634
LSO,2011,68.06932
LSO,2012,68.16004
LSO,2013,68.26103
LSO,2014,68.3727
LSO,2015,68.4955
LSO,2016,68.62891
LSO,2017,68.64994
LBR,2000,62.1736
LBR,2001,63.03995
LBR,2002,63.90367
LBR,2003,64.76419
LBR,2004,65.62178
LBR,2005,66.47617
LBR,2006,67.05872
LBR,2007,67.63177
LBR,2008,68.19511
LBR,2009,68.75152
LBR,2010,69.30095
LBR,2011,69.84359
LBR,2012,70.37892
LBR,2013,70.90736
LBR,2014,71.42843
LBR,2015,71.94231
LBR,2016,72.44901
LBR,2017,72.94803
LBY,2000,84.29737
LBY,2001,85.18684
LBY,2002,86.07632
LBY,2003,86.96579
LBY,2004,87.85526
LBY,2005,88.74474
LBY,2006,89.63421
LBY,2007,90.52368
LBY,2008,91.41315
LBY,2009,92.30264
LBY,2010,93.19211
LBY,2011,94.08158
LBY,2012,94.97105
LBY,2013,95.86053
LBY,2014,96.75
LBY,2015,97.63947
LBY,2016,98.52895
LBY,2017,98.52895
LTU,2000,89.66957
LTU,2001,90.11673
LTU,2002,90.56031
LTU,2003,91.00541
LTU,2004,91.45203
LTU,2005,91.91387
LTU,2006,92.38925
LTU,2007,92.86344
LTU,2008,93.33645
LTU,2009,93.79765
LTU,2010,94.24874
LTU,2011,94.70961
LTU,2012,95.18639
LTU,2013,95.66102
LTU,2014,96.1336
LTU,2015,96.60413
LTU,2016,97.07375
LTU,2017,97.54207
LUX,2000,100.0
LUX,2001,100.0
LUX,2002,100.0
LUX,2003,100.0
LUX,2004,100.0
LUX,2005,100.0
LUX,2006,100.0
LUX,2007,100.0
LUX,2008,100.0
LUX,2009,100.0
LUX,2010,100.0
LUX,2011,100.0
LUX,2012,99.9872
LUX,2013,99.96525
LUX,2014,99.9446
LUX,2015,99.92517
LUX,2016,99.90687
LUX,2017,99.8896
MDG,2000,35.76851
MDG,2001,36.67054
MDG,2002,37.58027
MDG,2003,38.49727
MDG,2004,39.42199
MDG,2005,40.50362
MDG,2006,41.59783
MDG,2007,42.70419
MDG,2008,43.8237
MDG,2009,44.95406
MDG,2010,46.09624
MDG,2011,47.24979
MDG,2012,48.41475
MDG,2013,49.59065
MDG,2014,50.77799
MDG,2015,51.97583
MDG,2016,53.18465
MDG,2017,54.40398
MWI,2000,52.94207
MWI,2001,53.89622
MWI,2002,54.84702
MWI,2003,55.79481
MWI,2004,56.73922
MWI,2005,57.6806
MWI,2006,58.61859
MWI,2007,59.5535
MWI,2008,60.485
MWI,2009,61.41658
MWI,2010,62.34785
MWI,2011,63.27869
MWI,2012,64.20844
MWI,2013,65.1372
MWI,2014,66.06406
MWI,2015,66.98931
MWI,2016,67.91184
MWI,2017,68.83188
MYS,2000,97.36629
MYS,2001,97.41599
MYS,2002,97.34638
MYS,2003,97.28144
MYS,2004,97.22108
MYS,2005,97.16496
MYS,2006,97.11317
MYS,2007,97.06552
MYS,2008,97.02195
MYS,2009,96.9821
MYS,2010,96.94601
MYS,2011,96.90334
MYS,2012,96.86199
MYS,2013,96.82343
MYS,2014,96.78783
MYS,2015,96.75487
MYS,2016,96.72462
MYS,2017,96.69594
MDV,2000,92.49741
MDV,2001,93.02065
MDV,2002,93.5321
MDV,2003,94.03106
MDV,2004,94.51709
MDV,2005,94.98944
MDV,2006,95.43826
MDV,2007,95.85316
MDV,2008,96.28121
MDV,2009,96.70452
MDV,2010,97.12308
MDV,2011,97.53684
MDV,2012,97.94578
MDV,2013,98.34985
MDV,2014,98.749
MDV,2015,99.14322
MDV,2016,99.23921
MDV,2017,99.2562
MLI,2000,48.74513
MLI,2001,50.45309
MLI,2002,52.22511
MLI,2003,53.99598
MLI,2004,55.76588
MLI,2005,57.53251
MLI,2006,59.29706
MLI,2007,61.05762
MLI,2008,62.81464
MLI,2009,64.56595
MLI,2010,66.30988
MLI,2011,68.04574
MLI,2012,69.7729
MLI,2013,71.49079
MLI,2014,73.1991
MLI,2015,74.89703
MLI,2016,76.58435
MLI,2017,78.26083
MLT,2000,100.0
MLT,2001,100.0
MLT,2002,100.0
MLT,2003,100.0
MLT,2004,100.0
MLT,2005,100.0
MLT,2006,100.0
MLT,2007,100.0
MLT,2008,100.0
MLT,2009,100.0
MLT,2010,100.0
MLT,2011,100.0
MLT,2012,100.0
MLT,2013,100.0
MLT,2014,100.0
MLT,2015,100.0
MLT,2016,100.0
MLT,2017,100.0
MHL,2000,
MHL,2001,76.94551
MHL,2002,76.77856
MHL,2003,76.61322
MHL,2004,76.44949
MHL,2005,76.28771
MHL,2006,77.29887
MHL,2007,78.24762
MHL,2008,79.16193
MHL,2009,80.1015
MHL,2010,81.06553
MHL,2011,82.05375
MHL,2012,83.06684
MHL,2013,84.10457
MHL,2014,85.16592
MHL,2015,86.25048
MHL,2016,87.35748
MHL,2017,88.48643
MRT,2000,40.99553
MRT,2001,42.01621
MRT,2002,43.708
MRT,2003,45.41598
MRT,2004,47.1399
MRT,2005,48.87827
MRT,2006,50.63122
MRT,2007,52.39851
MRT,2008,54.18026
MRT,2009,55.97377
MRT,2010,57.78039
MRT,2011,59.59946
MRT,2012,61.43031
MRT,2013,63.27145
MRT,2014,65.11945
MRT,2015,66.9733
MRT,2016,68.83202
MRT,2017,70.69619
MUS,2000,99.27978
MUS,2001,99.32417
MUS,2002,99.3687
MUS,2003,99.41334
MUS,2004,99.45811
MUS,2005,99.50301
MUS,2006,99.54803
MUS,2007,99.59318
MUS,2008,99.63845
MUS,2009,99.68385
MUS,2010,99.72937
MUS,2011,99.77502
MUS,2012,99.82079
MUS,2013,99.86669
MUS,2014,99.86658
MUS,2015,99.86649
MUS,2016,99.86639
MUS,2017,99.86633
MEX,2000,89.03966
MEX,2001,89.76392
MEX,2002,90.48326
MEX,2003,91.19765
MEX,2004,91.90723
MEX,2005,92.61166
MEX,2006,93.31108
MEX,2007,94.0054
MEX,2008,94.67805
MEX,2009,95.22182
MEX,2010,95.76019
MEX,2011,96.29357
MEX,2012,96.82172
MEX,2013,97.34483
MEX,2014,97.86288
MEX,2015,98.37579
MEX,2016,98.88368
MEX,2017,99.31822
FSM,2000,87.66875
FSM,2001,87.06194
FSM,2002,86.45512
FSM,2003,85.8483
FSM,2004,85.24149
FSM,2005,84.63467
FSM,2006,84.02785
FSM,2007,83.42103
FSM,2008,82.81421
FSM,2009,82.20739
FSM,2010,81.60057
FSM,2011,80.99375
FSM,2012,80.38693
FSM,2013,79.78011
FSM,2014,79.17329
FSM,2015,78.56648
FSM,2016,78.56648
FSM,2017,78.56648
MCO,2000,100.0
MCO,2001,100.0
MCO,2002,100.0
MCO,2003,100.0
MCO,2004,100.0
MCO,2005,100.0
MCO,2006,100.0
MCO,2007,100.0
MCO,2008,100.0
MCO,2009,100.0
MCO,2010,100.0
MCO,2011,100.0
MCO,2012,100.0
MCO,2013,100.0
MCO,2014,100.0
MCO,2015,100.0
MCO,2016,100.0
MCO,2017,100.0
MNG,2000,61.81681
MNG,2001,63.36263
MNG,2002,64.8989
MNG,2003,66.42435
MNG,2004,67.93781
MNG,2005,69.43597
MNG,2006,70.92046
MNG,2007,72.3897
MNG,2008,73.84321
MNG,2009,75.27756
MNG,2010,76.69541
MNG,2011,77.82366
MNG,2012,78.80202
MNG,2013,79.78899
MNG,2014,80.78407
MNG,2015,81.7881
MNG,2016,82.80058
MNG,2017,83.31312
MNE,2000,
MNE,2001,
MNE,2002,
MNE,2003,
MNE,2004,
MNE,2005,
MNE,2006,95.77116
MNE,2007,95.82231
MNE,2008,95.87126
MNE,2009,95.91797
MNE,2010,95.96249
MNE,2011,95.97439
MNE,2012,96.02908
MNE,2013,96.00826
MNE,2014,96.30699
MNE,2015,97.06462
MNE,2016,97.05335
MNE,2017,97.04205
MAR,2000,62.2984
MAR,2001,63.51545
MAR,2002,64.96165
MAR,2003,66.41605
MAR,2004,67.8788
MAR,2005,69.45778
MAR,2006,71.05648
MAR,2007,72.65025
MAR,2008,74.23789
MAR,2009,75.81828
MAR,2010,77.39205
MAR,2011,78.95724
MAR,2012,80.51361
MAR,2013,82.06017
MAR,2014,83.59669
MAR,2015,85.12221
MAR,2016,86.63644
MAR,2017,86.77851
MOZ,2000,19.89657
MOZ,2001,21.40296
MOZ,2002,23.39232
MOZ,2003,25.39025
MOZ,2004,27.39721
MOZ,2005,29.41262
MOZ,2006,31.43742
MOZ,2007,33.47004
MOZ,2008,35.65163
MOZ,2009,37.85226
MOZ,2010,40.06075
MOZ,2011,42.2759
MOZ,2012,44.49751
MOZ,2013,46.72533
MOZ,2014,48.95916
MOZ,2015,51.19878
MOZ,2016,53.44394
MOZ,2017,55.69398
MMR,2000,46.26788
MMR,2001,48.30663
MMR,2002,50.38422
MMR,2003,52.50074
MMR,2004,54.65594
MMR,2005,56.84962
MMR,2006,59.08124
MMR,2007,61.35087
MMR,2008,63.65826
MMR,2009,66.00294
MMR,2010,68.38513
MMR,2011,70.80415
MMR,2012,73.25996
MMR,2013,75.75214
MMR,2014,78.28081
MMR,2015,79.91476
MMR,2016,80.84426
MMR,2017,81.77405
NAM,2000,76.66938
NAM,2001,76.91348
NAM,2002,77.26118
NAM,2003,77.62745
NAM,2004,77.9931
NAM,2005,78.35654
NAM,2006,78.71858
NAM,2007,79.07854
NAM,2008,79.43665
NAM,2009,79.79105
NAM,2010,80.14346
NAM,2011,80.49236
NAM,2012,80.84596
NAM,2013,81.1961
NAM,2014,81.54272
NAM,2015,81.88493
NAM,2016,82.21806
NAM,2017,82.5411
NRU,2000,95.76962
NRU,2001,96.01731
NRU,2002,96.265
NRU,2003,96.51269
NRU,2004,96.76038
NRU,2005,97.00806
NRU,2006,97.25574
NRU,2007,97.50343
NRU,2008,97.75112
NRU,2009,97.99881
NRU,2010,98.2465
NRU,2011,98.49419
NRU,2012,98.74187
NRU,2013,98.98956
NRU,2014,99.23724
NRU,2015,99.48493
NRU,2016,99.48493
NRU,2017,99.48493
NPL,2000,79.98707
NPL,2001,80.58893
NPL,2002,81.14635
NPL,2003,81.69852
NPL,2004,82.24532
NPL,2005,82.78663
NPL,2006,83.32235
NPL,2007,83.85242
NPL,2008,84.37664
NPL,2009,84.89488
NPL,2010,85.40704
NPL,2011,85.91303
NPL,2012,86.41293
NPL,2013,86.90636
NPL,2014,87.39326
NPL,2015,87.87333
NPL,2016,88.34641
NPL,2017,88.81225
NLD,2000,100.0
NLD,2001,100.0
NLD,2002,100.0
NLD,2003,100.0
NLD,2004,100.0
NLD,2005,100.0
NLD,2006,100.0
NLD,2007,100.0
NLD,2008,100.0
NLD,2009,100.0
NLD,2010,100.0
NLD,2011,100.0
NLD,2012,100.0
NLD,2013,100.0
NLD,2014,100.0
NLD,2015,100.0
NLD,2016,100.0
NLD,2017,100.0
NZL,2000,100.0
NZL,2001,100.0
NZL,2002,100.0
NZL,2003,100.0
NZL,2004,100.0
NZL,2005,100.0
NZL,2006,100.0
NZL,2007,100.0
NZL,2008,100.0
NZL,2009,100.0
NZL,2010,100.0
NZL,2011,100.0
NZL,2012,100.0
NZL,2013,100.0
NZL,2014,100.0
NZL,2015,100.0
NZL,2016,100.0
NZL,2017,100.0
NIC,2000,81.21711
NIC,2001,81.21328
NIC,2002,81.2105
NIC,2003,81.20909
NIC,2004,81.20904
NIC,2005,81.21172
NIC,2006,81.23103
NIC,2007,81.25169
NIC,2008,81.27441
NIC,2009,81.2985
NIC,2010,81.32428
NIC,2011,81.35176
NIC,2012,81.38094
NIC,2013,81.4118
NIC,2014,81.44398
NIC,2015,81.47354
NIC,2016,81.50474
NIC,2017,81.52477
NER,2000,35.66065
NER,2001,36.67326
NER,2002,37.61779
NER,2003,38.54979
NER,2004,39.46859
NER,2005,40.37357
NER,2006,41.26596
NER,2007,42.14513
NER,2008,43.01053
NER,2009,43.86329
NER,2010,44.70282
NER,2011,45.52863
NER,2012,46.34174
NER,2013,47.14161
NER,2014,47.93507
NER,2015,48.72227
NER,2016,49.50156
NER,2017,50.27306
NGA,2000,48.151
NGA,2001,49.29532
NGA,2002,50.68635
NGA,2003,52.0779
NGA,2004,53.46956
NGA,2005,54.86056
NGA,2006,56.25124
NGA,2007,57.64157
NGA,2008,59.03151
NGA,2009,60.41964
NGA,2010,61.80702
NGA,2011,63.18955
NGA,2012,64.56734
NGA,2013,65.9398
NGA,2014,67.30708
NGA,2015,68.66927
NGA,2016,70.02553
NGA,2017,71.37663
NIU,2000,99.22893
NIU,2001,99.22893
NIU,2002,99.22893
NIU,2003,99.22893
NIU,2004,99.22893
NIU,2005,99.11446
NIU,2006,99.0
NIU,2007,98.88554
NIU,2008,98.77107
NIU,2009,98.6566
NIU,2010,98.54214
NIU,2011,98.42767
NIU,2012,98.31321
NIU,2013,98.19875
NIU,2014,98.19875
NIU,2015,98.19875
NIU,2016,98.19875
NIU,2017,98.19875
MKD,2000,99.31468
MKD,2001,99.31194
MKD,2002,99.3092
MKD,2003,99.30646
MKD,2004,99.3037
MKD,2005,99.30355
MKD,2006,98.56437
MKD,2007,97.79335
MKD,2008,97.02413
MKD,2009,96.25585
MKD,2010,95.48769
MKD,2011,94.71877
MKD,2012,93.94827
MKD,2013,93.17531
MKD,2014,93.16956
MKD,2015,93.16205
MKD,2016,93.15266
MKD,2017,93.14146
NOR,2000,100.0
NOR,2001,100.0
NOR,2002,100.0
NOR,2003,100.0
NOR,2004,100.0
NOR,2005,100.0
NOR,2006,100.0
NOR,2007,100.0
NOR,2008,100.0
NOR,2009,100.0
NOR,2010,100.0
NOR,2011,100.0
NOR,2012,100.0
NOR,2013,100.0
NOR,2014,100.0
NOR,2015,100.0
NOR,2016,100.0
NOR,2017,100.00001
OMN,2000,
OMN,2001,76.3392
OMN,2002,76.33356
OMN,2003,76.32793
OMN,2004,76.41753
OMN,2005,76.57899
OMN,2006,78.13136
OMN,2007,79.66862
OMN,2008,81.19102
OMN,2009,82.69832
OMN,2010,84.19131
OMN,2011,85.77425
OMN,2012,87.4049
OMN,2013,88.99132
OMN,2014,90.53712
OMN,2015,91.5668
OMN,2016,91.75999
OMN,2017,91.93808
PAK,2000,85.99668
PAK,2001,86.05538
PAK,2002,86.40558
PAK,2003,86.7542
PAK,2004,87.10136
PAK,2005,87.4469
PAK,2006,87.79094
PAK,2007,88.13342
PAK,2008,88.47424
PAK,2009,88.81339
PAK,2010,89.15092
PAK,2011,89.4868
PAK,2012,89.82101
PAK,2013,90.15339
PAK,2014,90.48406
PAK,2015,90.81299
PAK,2016,91.14014
PAK,2017,91.46545
PLW,2000,90.67849
PLW,2001,90.63448
